timestamp,x_accel,y_accel,z_accel,current_A
91502.240757,0.019160,-0.416733,0.047900,1.955034
91502.250886,0.028740,-0.426313,0.038320,1.955034
91502.260938,0.038320,-0.459844,0.052690,1.955034
91502.270992,0.019160,-0.426313,0.052690,1.955034
91502.281011,0.019160,-0.421523,0.057480,1.974585
91502.291192,0.019160,-0.440684,0.047900,1.955034
91502.301189,0.014370,-0.431104,0.033530,1.955034
91502.311313,0.043110,-0.445474,0.052690,1.955034
91502.321429,0.023950,-0.421523,0.062271,1.955034
91502.331483,0.014370,-0.445474,0.047900,1.974585
91502.341561,0.000000,-0.445474,0.038320,1.974585
91502.351651,0.028740,-0.411943,0.033530,1.955034
91502.361778,0.047900,-0.435894,0.047900,1.955034
91502.371842,0.019160,-0.411943,0.057480,1.955034
91502.381999,0.028740,-0.445474,0.052690,1.955034
91502.398407,0.014370,-0.411943,0.033530,1.974585
91502.403112,0.031492,-0.448225,0.028770,1.974585
91502.412338,0.065022,-0.457805,0.052720,1.974585
91502.422494,0.041072,-0.419485,0.062300,1.974585
91502.432668,0.036282,-0.443435,0.052720,1.955034
91502.442760,0.017122,-0.405115,0.038350,1.974585
91502.452768,0.060232,-0.481755,0.028770,1.974585
91502.462942,0.036282,-0.453015,0.052720,1.974585
91502.472972,0.017122,-0.409905,0.052720,1.974585
91502.482896,0.050652,-0.438645,0.047930,1.994135
91502.492985,0.036282,-0.419485,0.043140,1.974585
91502.503098,0.055442,-0.496126,0.047930,1.974585
91502.513180,0.031492,-0.438645,0.071880,1.974585
91502.523271,0.031492,-0.462595,0.047930,1.974585
91502.533560,0.012332,-0.438645,0.038350,1.994135
91502.543561,0.050652,-0.462595,0.023980,1.994135
91502.553677,0.084182,-0.476965,0.043140,1.994135
91502.563669,0.021912,-0.385955,0.071880,2.013685
91502.573820,0.055442,-0.433855,0.052720,1.994135
91502.584046,0.045862,-0.400325,0.033560,1.994135
91502.593947,0.050652,-0.476965,0.043140,1.974585
91502.604125,0.036282,-0.438645,0.062300,1.974585
91502.614125,0.026702,-0.448225,0.047930,1.974585
91502.624208,0.017122,-0.476965,0.043140,1.974585
91502.634459,0.031492,-0.453015,0.038350,1.994135
91502.644419,0.084182,-0.472175,0.047930,1.994135
91502.654674,0.031492,-0.405115,0.067090,2.013685
91502.664597,0.045862,-0.433855,0.052720,2.013685
91502.674706,0.055442,-0.424275,0.033560,2.013685
91502.684824,0.065022,-0.486545,0.033560,1.994135
91502.694932,0.036282,-0.429065,0.071880,1.994135
91502.705028,0.026702,-0.462595,0.047930,1.994135
91502.715120,0.017122,-0.390745,0.028770,1.994135
91502.725216,0.045862,-0.486545,0.028770,1.994135
91502.735347,0.050652,-0.457805,0.057510,1.994135
91502.745417,0.017122,-0.438645,0.067090,1.994135
91502.755571,0.041072,-0.453015,0.047930,1.994135
91502.765762,0.036282,-0.457805,0.038350,1.994135
91502.775822,0.079392,-0.481755,0.043140,1.994135
91502.786026,0.017122,-0.438645,0.062300,1.994135
91502.796546,0.017122,-0.414695,0.033560,2.013685
91502.806349,0.036282,-0.472175,0.023980,2.013685
91502.816248,0.060232,-0.462595,0.052720,2.013685
91502.826471,0.007542,-0.438645,0.071880,2.033236
91502.836282,0.036282,-0.462595,0.043140,2.013685
91502.846388,0.041072,-0.467385,0.023980,2.013685
91502.856523,0.069812,-0.476965,0.052720,2.013685
91502.866648,0.026702,-0.419485,0.076671,2.013685
91502.876817,0.026702,-0.433855,0.038350,2.013685
91502.886862,0.026702,-0.424275,0.047930,2.013685
91502.896944,0.098552,-0.491336,0.033560,2.013685
91502.906989,0.026702,-0.405115,0.076671,2.013685
91502.917173,0.026702,-0.424275,0.047930,2.013685
91502.927158,0.060232,-0.429065,0.028770,2.013685
91502.937371,0.074602,-0.476965,0.038350,2.013685
91502.947396,0.031492,-0.424275,0.076671,2.013685
91502.957689,0.045862,-0.429065,0.057510,2.013685
91502.967749,0.036282,-0.381165,0.028770,2.013685
91502.977853,0.079392,-0.500916,0.033560,2.033236
91502.988046,0.045862,-0.409905,0.081461,2.033236
91502.997904,0.036282,-0.433855,0.057510,2.033236
91503.008010,0.021912,-0.390745,0.023980,2.033236
91503.018088,0.093762,-0.500916,0.028770,2.033236
91503.028328,0.045862,-0.409905,0.081461,2.033236
91503.038280,0.026702,-0.433855,0.047930,2.033236
91503.048405,0.041072,-0.390745,0.023980,2.033236
91503.058576,0.098552,-0.491336,0.033560,2.033236
91503.068832,0.045862,-0.409905,0.076671,2.033236
91503.078678,0.031492,-0.424275,0.052720,2.033236
91503.088833,0.041072,-0.409905,0.023980,2.033236
91503.098987,0.088972,-0.491336,0.033560,2.033236
91503.108968,0.050652,-0.419485,0.071880,2.033236
91503.119207,0.021912,-0.419485,0.062300,2.033236
91503.129212,0.050652,-0.424275,0.023980,2.033236
91503.139376,0.093762,-0.491336,0.033560,2.033236
91503.149351,0.021912,-0.409905,0.086251,2.033236
91503.159666,0.026702,-0.424275,0.057510,2.033236
91503.169639,0.031492,-0.443435,0.023980,2.013685
91503.179814,0.079392,-0.491336,0.033560,2.033236
91503.189766,0.012332,-0.438645,0.086251,2.033236
91503.199880,0.017122,-0.438645,0.047930,2.013685
91503.209923,0.041072,-0.476965,0.009610,2.033236
91503.220039,0.079392,-0.453015,0.057510,2.013685
91503.230135,0.002752,-0.438645,0.086251,2.033236
91503.240292,0.007542,-0.448225,0.043140,2.033236
91503.250335,0.060232,-0.476965,0.014400,2.033236
91503.260470,0.084182,-0.462595,0.062300,2.052786
91503.270542,-0.006829,-0.424275,0.086251,2.052786
91503.280642,0.036282,-0.390745,0.019190,2.033236
91503.290757,0.098552,-0.491336,0.028770,2.052786
91503.301005,-0.006829,-0.438645,0.086251,2.033236
91503.311120,0.017122,-0.429065,0.033560,2.033236
91503.321124,0.074602,-0.472175,0.009610,2.033236
91503.331198,0.069812,-0.457805,0.071880,2.033236
91503.341472,0.012332,-0.419485,0.081461,2.033236
91503.351317,0.050652,-0.409905,0.014400,2.033236
91503.361441,0.084182,-0.510496,0.023980,2.052786
91503.371605,0.036282,-0.429065,0.076671,2.033236
91503.381749,0.017122,-0.405115,0.057510,2.052786
91503.391751,0.021912,-0.462595,0.009610,2.052786
91503.401846,0.079392,-0.491336,0.043140,2.013685
91503.411947,0.002752,-0.424275,0.095831,2.033236
91503.422040,0.017122,-0.419485,0.038350,2.033236
91503.432200,0.074602,-0.472175,0.009610,2.033236
91503.442233,0.088972,-0.448225,0.067090,2.033236
91503.452353,0.002752,-0.414695,0.081461,2.072336
91503.462483,0.017122,-0.390745,0.028770,2.052786
91503.472583,0.112922,-0.505706,0.023980,2.052786
91503.482607,0.017122,-0.433855,0.086251,2.033236
91503.492759,-0.002039,-0.409905,0.062300,2.033236
91503.502848,0.055442,-0.515286,0.000030,2.033236
91503.512990,0.084182,-0.472175,0.062300,2.033236
91503.523007,-0.002039,-0.429065,0.100621,2.033236
91503.533116,0.021912,-0.438645,0.019190,2.052786
91503.543197,0.112922,-0.476965,0.009610,2.052786
91503.553270,0.041072,-0.424275,0.081461,2.033236
91503.563382,-0.021199,-0.424275,0.067090,2.033236
91503.573644,0.065022,-0.476965,-0.004760,2.033236
91503.583643,0.093762,-0.496126,0.052720,2.033236
91503.593745,-0.002039,-0.409905,0.100621,2.052786
91503.603774,0.031492,-0.395535,0.014400,2.033236
91503.613895,0.108132,-0.500916,0.009610,2.013685
91503.623980,0.026702,-0.448225,0.095831,2.013685
91503.634103,-0.021199,-0.395535,0.062300,2.013685
91503.644158,0.074602,-0.486545,-0.009550,2.033236
91503.654308,0.098552,-0.476965,0.062300,2.013685
91503.664427,-0.016409,-0.381165,0.100621,1.994135
91503.674529,0.026702,-0.453015,0.004820,1.974585
91503.684873,0.103342,-0.510496,0.014400,1.974585
91503.694762,0.012332,-0.438645,0.105411,1.994135
91503.704870,-0.021199,-0.395535,0.062300,1.974585
91503.714957,0.108132,-0.491336,-0.019130,1.974585
91503.725207,0.088972,-0.453015,0.081461,1.955034
91503.735167,-0.025989,-0.376375,0.086251,1.955034
91503.745215,0.036282,-0.491336,-0.004760,1.955034
91503.755432,0.093762,-0.467385,0.043140,1.955034
91503.765556,0.002752,-0.433855,0.114991,1.935484
91503.775679,0.002752,-0.347634,0.014400,1.935484
91503.785817,0.122503,-0.534446,-0.004760,1.935484
91503.795750,0.045862,-0.438645,0.100621,1.935484
91503.805838,-0.035569,-0.385955,0.062300,1.935484
91503.816177,0.074602,-0.520076,-0.004760,1.915934
91503.826090,0.002752,-0.419485,0.105411,1.915934
91503.836314,-0.011619,-0.381165,0.047930,1.915934
91503.846492,0.112922,-0.510496,-0.019130,1.915934
91503.856455,0.079392,-0.448225,0.076671,1.935484
91503.866566,-0.049939,-0.376375,0.081461,1.896383
91503.876752,0.050652,-0.462595,-0.009550,1.896383
91503.886656,0.127293,-0.491336,0.052720,1.915934
91503.897079,-0.011619,-0.429065,0.105411,1.915934
91503.907127,0.012332,-0.433855,0.009610,1.896383
91503.917143,0.122503,-0.505706,0.009610,1.896383
91503.927285,0.012332,-0.433855,0.100621,1.896383
91503.937335,-0.011619,-0.385955,0.052720,1.896383
91503.947358,0.103342,-0.500916,-0.004760,1.915934
91503.957357,0.088972,-0.448225,0.076671,1.896383
91503.967689,-0.049939,-0.390745,0.081461,1.876833
91503.977546,0.041072,-0.472175,0.000030,1.896383
91503.987743,0.141663,-0.500916,0.043140,1.896383
91503.997894,-0.002039,-0.419485,0.110201,1.896383
91504.007958,0.007542,-0.409905,0.009610,1.876833
91504.018184,0.127293,-0.505706,0.004820,1.876833
91504.028141,0.007542,-0.443435,0.100621,1.876833
91504.038141,-0.025989,-0.390745,0.062300,1.896383
91504.048226,0.117712,-0.491336,-0.014340,1.896383
91504.058358,0.088972,-0.438645,0.071880,1.876833
91504.068657,-0.054729,-0.376375,0.086251,1.857283
91504.078535,0.041072,-0.472175,0.004820,1.876833
91504.088904,0.141663,-0.500916,0.038350,1.876833
91504.098729,-0.030779,-0.419485,0.114991,1.876833
91504.109068,0.012332,-0.419485,0.009610,1.876833
91504.118958,0.127293,-0.510496,0.004820,1.876833
91504.128991,0.002752,-0.433855,0.105411,1.876833
91504.139225,-0.016409,-0.390745,0.062300,1.896383
91504.149330,0.122503,-0.505706,-0.019130,1.876833
91504.159364,0.079392,-0.453015,0.071880,1.857283
91504.169621,-0.059519,-0.381165,0.095831,1.876833
91504.179551,0.065022,-0.476965,-0.009550,1.896383
91504.189617,0.127293,-0.491336,0.047930,1.876833
91504.199708,-0.030779,-0.424275,0.114991,1.876833
91504.209785,0.012332,-0.414695,0.004820,1.876833
91504.219886,0.127293,-0.500916,0.000030,1.876833
91504.230015,0.007542,-0.438645,0.100621,1.876833
91504.240091,-0.006829,-0.385955,0.057510,1.876833
91504.250169,0.108132,-0.505706,-0.019130,1.857283
91504.260288,0.074602,-0.462595,0.071880,1.876833
91504.270376,-0.049939,-0.390745,0.095831,1.876833
91504.280578,0.055442,-0.486545,-0.004760,1.876833
91504.290601,0.132083,-0.500916,0.033560,1.876833
91504.300686,-0.006829,-0.414695,0.110201,1.857283
91504.310778,0.012332,-0.395535,0.004820,1.876833
91504.320979,0.108132,-0.500916,0.004820,1.876833
91504.331140,-0.030779,-0.385955,0.110201,1.876833
91504.341294,0.012332,-0.381165,0.000030,1.857283
91504.351356,0.122503,-0.510496,0.019190,1.857283
91504.361338,0.098552,-0.453015,0.062300,1.857283
91504.371515,-0.021199,-0.352424,0.033560,1.876833
91504.381551,0.122503,-0.515286,-0.023920,1.876833
91504.391611,0.055442,-0.443435,0.091041,1.876833
91504.401697,-0.035569,-0.371585,0.086251,1.857283
91504.411813,0.074602,-0.491336,-0.014340,1.876833
91504.422147,0.127293,-0.481755,0.057510,1.876833
91504.432306,-0.045149,-0.395535,0.100621,1.876833
91504.442211,0.007542,-0.381165,0.004820,1.857283
91504.452244,0.127293,-0.515286,0.023980,1.857283
91504.462343,0.012332,-0.443435,0.114991,1.876833
91504.472631,-0.025989,-0.376375,0.033560,1.876833
91504.482693,0.122503,-0.510496,-0.028710,1.857283
91504.492894,0.065022,-0.453015,0.086251,1.857283
91504.502947,-0.040359,-0.366795,0.081461,1.857283
91504.513030,0.065022,-0.476965,-0.014340,1.876833
91504.523032,0.127293,-0.486545,0.052720,1.876833
91504.533134,-0.025989,-0.390745,0.110201,1.857283
91504.543121,-0.006829,-0.414695,0.004820,1.857283
91504.553166,0.122503,-0.515286,0.009610,1.857283
91504.563257,0.012332,-0.438645,0.114991,1.876833
91504.573385,-0.011619,-0.376375,0.043140,1.876833
91504.583514,0.108132,-0.491336,-0.019130,1.857283
91504.593556,0.065022,-0.462595,0.081461,1.857283
91504.603747,-0.040359,-0.376375,0.081461,1.876833
91504.614568,0.065022,-0.481755,-0.009550,1.876833
91504.623860,0.127293,-0.481755,0.057510,1.876833
91504.634105,-0.021199,-0.390745,0.110201,1.857283
91504.644136,-0.002039,-0.390745,0.000030,1.876833
91504.654217,0.122503,-0.505706,0.009610,1.876833
91504.664417,0.021912,-0.448225,0.110201,1.857283
91504.674581,-0.025989,-0.390745,0.038350,1.857283
91504.684684,0.117712,-0.481755,-0.019130,1.857283
91504.694837,0.074602,-0.453015,0.086251,1.857283
91504.704736,-0.040359,-0.366795,0.086251,1.857283
91504.715015,0.045862,-0.481755,0.000030,1.876833
91504.725085,0.136873,-0.491336,0.052720,1.857283
91504.735098,-0.035569,-0.405115,0.095831,1.857283
91504.745164,-0.011619,-0.409905,0.009610,1.857283
91504.755279,0.127293,-0.505706,0.014400,1.876833
91504.765255,0.026702,-0.448225,0.110201,1.876833
91504.775398,-0.025989,-0.390745,0.047930,1.857283
91504.785484,0.117712,-0.486545,-0.028710,1.857283
91504.795574,0.074602,-0.462595,0.076671,1.876833
91504.805798,-0.045149,-0.366795,0.081461,1.876833
91504.816074,0.065022,-0.472175,0.000030,1.876833
91504.825923,0.136873,-0.515286,0.047930,1.876833
91504.836000,-0.025989,-0.381165,0.105411,1.876833
91504.846107,-0.006829,-0.409905,0.014400,1.896383
91504.856252,0.132083,-0.524866,0.000030,1.896383
91504.866479,-0.049939,-0.357214,0.105411,1.896383
91504.876476,0.017122,-0.424275,0.004820,1.896383
91504.886563,0.122503,-0.529656,0.023980,1.896383
91504.896939,0.012332,-0.448225,0.114991,1.915934
91504.906745,-0.011619,-0.409905,0.047930,1.915934
91504.916974,0.108132,-0.448225,-0.014340,1.915934
91504.926908,0.079392,-0.476965,0.071880,1.935484
91504.937302,-0.045149,-0.390745,0.095831,1.915934
91504.947152,0.055442,-0.500916,0.004820,1.935484
91504.957252,0.112922,-0.515286,0.033560,1.935484
91504.967436,0.002752,-0.390745,0.110201,1.955034
91504.977494,-0.002039,-0.352424,0.023980,1.974585
91504.987602,0.112922,-0.491336,-0.004760,1.955034
91504.997674,0.031492,-0.467385,0.086251,1.955034
91505.007688,-0.025989,-0.366795,0.076671,1.955034
91505.017921,0.060232,-0.476965,0.000030,1.974585
91505.028077,0.098552,-0.500916,0.047930,1.974585
91505.038217,0.012332,-0.376375,0.105411,1.974585
91505.048306,0.002752,-0.409905,0.004820,1.974585
91505.058292,0.093762,-0.491336,0.000030,1.994135
91505.068445,0.045862,-0.424275,0.091041,1.974585
91505.078466,-0.016409,-0.409905,0.071880,1.974585
91505.088590,0.050652,-0.496126,0.000030,1.994135
91505.098572,0.103342,-0.472175,0.038350,2.013685
91505.108684,0.017122,-0.433855,0.100621,2.013685
91505.118925,-0.011619,-0.390745,0.033560,1.994135
91505.128959,0.108132,-0.476965,-0.004760,1.994135
91505.138964,0.050652,-0.472175,0.081461,1.994135
91505.149053,-0.021199,-0.414695,0.071880,2.013685
91505.159159,0.050652,-0.476965,0.000030,2.013685
91505.169287,0.093762,-0.472175,0.043140,2.013685
91505.179384,0.021912,-0.438645,0.095831,2.033236
91505.189505,0.012332,-0.400325,0.043140,2.013685
91505.199671,0.093762,-0.481755,0.014400,2.013685
91505.209857,0.065022,-0.453015,0.067090,2.013685
91505.219764,-0.002039,-0.400325,0.076671,2.013685
91505.229979,0.012332,-0.433855,0.023980,2.013685
91505.240068,0.098552,-0.491336,0.023980,2.013685
91505.250231,0.026702,-0.472175,0.086251,2.033236
91505.260244,0.012332,-0.409905,0.062300,2.033236
91505.270486,0.065022,-0.467385,0.004820,2.033236
91505.280525,0.098552,-0.476965,0.047930,2.033236
91505.290704,0.017122,-0.419485,0.086251,2.013685
91505.300655,0.002752,-0.376375,0.038350,2.013685
91505.310805,0.088972,-0.462595,0.004820,2.013685
91505.320710,0.050652,-0.438645,0.067090,2.013685
91505.330905,0.007542,-0.409905,0.081461,2.033236
91505.341039,0.017122,-0.433855,0.019190,1.994135
91505.351135,0.069812,-0.486545,0.023980,2.033236
91505.361180,0.031492,-0.457805,0.081461,2.033236
91505.371207,0.012332,-0.376375,0.062300,2.033236
91505.381489,0.079392,-0.481755,0.004820,2.033236
91505.391772,0.041072,-0.462595,0.076671,2.033236
91505.401746,0.007542,-0.405115,0.071880,2.033236
91505.411659,0.017122,-0.443435,0.009610,2.033236
91505.421718,0.074602,-0.486545,0.038350,2.013685
91505.431883,0.036282,-0.448225,0.081461,2.033236
91505.441931,0.007542,-0.381165,0.057510,2.033236
91505.452046,0.060232,-0.472175,0.009610,2.033236
91505.462174,0.098552,-0.467385,0.057510,2.033236
91505.472308,0.026702,-0.438645,0.086251,2.033236
91505.482424,0.002752,-0.390745,0.057510,2.033236
91505.492401,0.098552,-0.486545,0.014400,2.052786
91505.502460,0.079392,-0.438645,0.062300,2.052786
91505.512546,0.007542,-0.414695,0.086251,2.033236
91505.522717,0.017122,-0.385955,0.019190,2.052786
91505.532880,0.084182,-0.453015,0.009610,2.033236
91505.542891,0.041072,-0.462595,0.067090,2.033236
91505.553005,0.017122,-0.419485,0.076671,2.033236
91505.563202,0.021912,-0.419485,0.023980,2.033236
91505.573261,0.065022,-0.476965,0.023980,2.033236
91505.583289,0.036282,-0.462595,0.062300,2.033236
91505.593397,0.026702,-0.419485,0.057510,2.033236
91505.603555,0.002752,-0.443435,0.033560,2.033236
91505.613542,0.074602,-0.486545,0.023980,2.033236
91505.623666,0.041072,-0.467385,0.071880,2.033236
91505.633737,0.012332,-0.405115,0.057510,2.033236
91505.643848,0.031492,-0.448225,0.019190,2.033236
91505.654066,0.079392,-0.481755,0.038350,2.033236
91505.664052,0.026702,-0.472175,0.076671,2.052786
91505.674157,0.012332,-0.405115,0.062300,2.052786
91505.684279,0.055442,-0.481755,0.014400,2.033236
91505.694385,0.069812,-0.472175,0.047930,2.052786
91505.704470,0.031492,-0.462595,0.081461,2.052786
91505.714575,0.026702,-0.400325,0.047930,2.033236
91505.724652,0.045862,-0.491336,0.023980,2.052786
91505.734747,0.074602,-0.467385,0.047930,2.052786
91505.744850,0.026702,-0.443435,0.076671,2.033236
91505.754966,0.021912,-0.409905,0.052720,2.033236
91505.765099,0.050652,-0.486545,0.023980,2.052786
91505.775189,0.065022,-0.467385,0.052720,2.052786
91505.785259,0.031492,-0.448225,0.071880,2.052786
91505.795437,0.026702,-0.400325,0.057510,2.052786
91505.805467,0.045862,-0.486545,0.028770,2.052786
91505.815555,0.065022,-0.476965,0.047930,2.052786
91505.825678,0.036282,-0.443435,0.071880,2.052786
91505.835754,0.021912,-0.419485,0.062300,2.052786
91505.845841,0.045862,-0.476965,0.023980,2.033236
91505.855969,0.069812,-0.476965,0.043140,2.052786
91505.866065,0.036282,-0.462595,0.076671,2.052786
91505.876230,0.012332,-0.409905,0.057510,2.033236
91505.886413,0.074602,-0.476965,0.014400,2.033236
91505.896424,0.074602,-0.476965,0.028770,2.052786
91505.906545,0.036282,-0.424275,0.076671,2.033236
91505.916648,0.021912,-0.419485,0.047930,2.033236
91505.926669,0.060232,-0.476965,0.023980,2.033236
91505.936795,0.065022,-0.443435,0.062300,2.033236
91505.946859,0.045862,-0.438645,0.067090,2.033236
91505.956907,0.021912,-0.405115,0.052720,2.033236
91505.967385,0.065022,-0.453015,0.023980,2.013685
91505.977135,0.069812,-0.448225,0.047930,2.013685
91505.987369,0.041072,-0.457805,0.062300,2.013685
91505.997554,0.026702,-0.405115,0.057510,2.013685
91506.007424,0.036282,-0.467385,0.023980,2.013685
91506.017816,0.050652,-0.472175,0.033560,2.013685
91506.027662,0.031492,-0.476965,0.062300,2.033236
91506.037731,0.017122,-0.433855,0.062300,2.013685
91506.047839,0.021912,-0.462595,0.023980,2.013685
91506.057914,0.065022,-0.453015,0.023980,2.033236
91506.068028,0.036282,-0.457805,0.071880,2.033236
91506.078378,0.026702,-0.448225,0.047930,2.033236
91506.088350,0.017122,-0.429065,0.038350,2.033236
91506.098353,0.074602,-0.457805,0.028770,2.013685
91506.108538,0.060232,-0.448225,0.057510,2.033236
91506.118523,0.041072,-0.443435,0.067090,2.033236
91506.128720,0.026702,-0.400325,0.062300,2.033236
91506.138729,0.060232,-0.457805,0.023980,2.033236
91506.148954,0.045862,-0.457805,0.047930,2.013685
91506.158905,0.041072,-0.453015,0.062300,2.013685
91506.169019,0.026702,-0.424275,0.057510,2.013685
91506.179280,0.017122,-0.467385,0.033560,2.013685
91506.189264,0.060232,-0.462595,0.023980,2.013685
91506.199290,0.045862,-0.472175,0.057510,2.013685
91506.209384,0.031492,-0.453015,0.057510,2.013685
91506.219544,0.017122,-0.424275,0.038350,2.033236
91506.229633,0.069812,-0.472175,0.033560,2.033236
91506.239677,0.055442,-0.438645,0.062300,2.033236
91506.249762,0.041072,-0.438645,0.067090,2.033236
91506.259902,0.036282,-0.409905,0.057510,2.013685
91506.269980,0.055442,-0.462595,0.023980,2.013685
91506.280077,0.041072,-0.467385,0.038350,2.013685
91506.290219,0.031492,-0.472175,0.047930,1.994135
91506.300364,0.031492,-0.429065,0.062300,1.994135
91506.310429,0.012332,-0.414695,0.033560,2.013685
91506.320574,0.050652,-0.472175,0.023980,2.013685
91506.330760,0.055442,-0.438645,0.062300,2.033236
91506.340712,0.055442,-0.438645,0.062300,2.013685
91506.350912,0.017122,-0.395535,0.062300,2.013685
91506.361144,0.060232,-0.476965,0.028770,2.013685
91506.371293,0.050652,-0.453015,0.047930,1.994135
91506.381080,0.017122,-0.467385,0.062300,1.994135
91506.391264,0.036282,-0.453015,0.052720,1.994135
91506.401518,0.031492,-0.443435,0.033560,2.013685
91506.411579,0.036282,-0.457805,0.047930,2.013685
91506.421609,0.045862,-0.457805,0.052720,2.013685
91506.431739,0.031492,-0.453015,0.057510,2.013685
91506.441636,0.017122,-0.443435,0.047930,2.013685
91506.451734,0.060232,-0.467385,0.033560,2.013685
91506.462177,0.050652,-0.424275,0.057510,1.994135
91506.471993,0.045862,-0.453015,0.062300,1.994135
91506.482076,0.026702,-0.433855,0.062300,1.994135
91506.492133,0.031492,-0.424275,0.023980,2.013685
91506.502452,0.041072,-0.453015,0.033560,2.013685
91506.512450,0.045862,-0.448225,0.052720,2.013685
91506.522522,0.055442,-0.448225,0.057510,1.994135
91506.532522,0.036282,-0.390745,0.062300,1.994135
91506.542794,0.045862,-0.448225,0.033560,1.994135
91506.552994,0.041072,-0.443435,0.047930,1.994135
91506.562995,0.041072,-0.476965,0.047930,1.994135
91506.573195,0.026702,-0.453015,0.062300,2.013685
91506.583056,0.026702,-0.409905,0.038350,1.994135
91506.593208,0.060232,-0.467385,0.028770,1.994135
91506.603350,0.041072,-0.448225,0.057510,1.974585
91506.613358,0.050652,-0.467385,0.057510,1.974585
91506.623432,0.026702,-0.433855,0.057510,2.013685
91506.633555,0.021912,-0.462595,0.043140,2.013685
91506.643676,0.041072,-0.472175,0.038350,1.994135
91506.653753,0.036282,-0.438645,0.052720,1.974585
91506.663858,0.069812,-0.457805,0.052720,1.974585
91506.673962,0.017122,-0.438645,0.067090,1.974585
91506.684116,0.017122,-0.433855,0.033560,1.994135
91506.694194,0.050652,-0.472175,0.033560,1.994135
91506.704267,0.041072,-0.433855,0.057510,1.994135
91506.714336,0.055442,-0.453015,0.062300,1.974585
91506.724496,0.031492,-0.433855,0.043140,1.974585
91506.734549,0.017122,-0.429065,0.038350,1.994135
91506.744656,0.045862,-0.472175,0.043140,2.013685
91506.754756,0.045862,-0.438645,0.047930,1.994135
91506.764861,0.050652,-0.453015,0.057510,1.974585
91506.774958,0.036282,-0.433855,0.052720,1.994135
91506.785072,0.017122,-0.438645,0.033560,1.974585
91506.795167,0.045862,-0.467385,0.033560,1.994135
91506.805263,0.045862,-0.438645,0.057510,1.994135
91506.815348,0.055442,-0.453015,0.057510,1.974585
91506.825431,0.026702,-0.438645,0.052720,1.974585
91506.835598,0.031492,-0.457805,0.043140,1.974585
91506.845656,0.050652,-0.453015,0.033560,1.994135
91506.855748,0.036282,-0.433855,0.047930,1.974585
91506.865837,0.055442,-0.448225,0.052720,1.955034
91506.875892,0.045862,-0.453015,0.052720,1.955034
91506.886029,0.017122,-0.467385,0.038350,1.974585
91506.896171,0.036282,-0.462595,0.033560,1.994135
91506.906236,0.055442,-0.438645,0.052720,1.974585
91506.916436,0.036282,-0.453015,0.057510,1.955034
91506.927060,0.041072,-0.424275,0.052720,1.974585
91506.936619,0.045862,-0.414695,0.033560,1.994135
91506.946856,0.026702,-0.448225,0.043140,1.974585
91506.956737,0.050652,-0.433855,0.043140,1.955034
91506.966812,0.069812,-0.448225,0.057510,1.955034
91506.976940,0.026702,-0.438645,0.057510,1.974585
91506.987074,0.026702,-0.462595,0.043140,1.974585
