timestamp,x_accel,y_accel,z_accel,current_A,voltage_V
1460910.874665,-0.225132,-0.119751,0.038320,0.019550,0.000000
1460910.885098,-0.220342,-0.124541,0.038320,0.019550,0.000000
1460910.894892,-0.220342,-0.124541,0.038320,0.000000,0.000000
1460910.905200,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460910.915112,-0.225132,-0.124541,0.038320,0.019550,0.000000
1460910.925144,-0.220342,-0.119751,0.043110,0.019550,0.000000
1460910.935310,-0.225132,-0.119751,0.043110,0.019550,0.000000
1460910.945252,-0.229922,-0.114961,0.038320,0.019550,0.000000
1460910.955356,-0.220342,-0.114961,0.043110,0.039101,0.000000
1460910.965443,-0.225132,-0.124541,0.043110,0.000000,0.000000
1460910.975631,-0.225132,-0.124541,0.038320,0.019550,0.000000
1460910.985564,-0.225132,-0.124541,0.043110,0.058651,0.000000
1460910.995673,-0.220342,-0.124541,0.047900,0.000000,0.000000
1460911.005795,-0.225132,-0.124541,0.043110,0.058651,0.000000
1460911.015927,-0.225132,-0.119751,0.038320,0.000000,0.000000
1460911.026008,-0.215552,-0.119751,0.043110,0.039101,0.000000
1460911.036233,-0.225132,-0.119751,0.038320,0.000000,0.000000
1460911.046178,-0.225132,-0.114961,0.038320,0.000000,0.000000
1460911.056339,-0.215552,-0.119751,0.047900,0.019550,0.000000
1460911.066442,-0.220342,-0.124541,0.043110,0.058651,0.000000
1460911.076495,-0.229922,-0.124541,0.033530,0.078201,0.000000
1460911.086716,-0.215552,-0.124541,0.043110,0.058651,0.000000
1460911.096708,-0.225132,-0.124541,0.047900,0.000000,0.000000
1460911.106945,-0.229922,-0.124541,0.038320,0.058651,0.000000
1460911.116839,-0.215552,-0.114961,0.047900,0.000000,0.000000
1460911.127042,-0.220342,-0.124541,0.047900,0.039101,0.000000
1460911.137228,-0.229922,-0.114961,0.038320,0.019550,0.000000
1460911.147159,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460911.157321,-0.220342,-0.124541,0.047900,0.019550,0.000000
1460911.167378,-0.229922,-0.124541,0.043110,0.000000,0.000000
1460911.177422,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460911.187550,-0.215552,-0.124541,0.047900,0.000000,0.000000
1460911.197826,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460911.207717,-0.225132,-0.119751,0.038320,0.000000,0.000000
1460911.217861,-0.215552,-0.124541,0.047900,0.000000,0.000000
1460911.228062,-0.220342,-0.119751,0.043110,0.000000,0.000000
1460911.238114,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460911.248302,-0.225132,-0.124541,0.043110,0.019550,0.000000
1460911.258380,-0.220342,-0.124541,0.043110,0.019550,0.000000
1460911.268454,-0.220342,-0.124541,0.038320,0.078201,0.000000
1460911.278451,-0.225132,-0.119751,0.043110,0.000000,0.000000
1460911.288528,-0.215552,-0.119751,0.043110,0.000000,0.000000
1460911.298555,-0.220342,-0.119751,0.043110,0.000000,0.000000
1460911.308693,-0.225132,-0.124541,0.038320,0.019550,0.000000
1460911.318774,-0.220342,-0.119751,0.047900,0.000000,0.000000
1460911.328888,-0.220342,-0.119751,0.047900,0.019550,0.000000
1460911.339020,-0.225132,-0.119751,0.043110,0.039101,0.000000
1460911.349220,-0.225132,-0.119751,0.043110,0.000000,0.000000
1460911.359255,-0.215552,-0.119751,0.043110,0.000000,0.000000
1460911.369339,-0.225132,-0.119751,0.038320,0.019550,0.000000
1460911.379477,-0.220342,-0.119751,0.038320,0.000000,0.000000
1460911.389508,-0.215552,-0.119751,0.043110,0.000000,0.000000
1460911.399616,-0.225132,-0.124541,0.043110,0.019550,0.000000
1460911.409708,-0.225132,-0.119751,0.038320,0.019550,0.000000
1460911.419854,-0.220342,-0.124541,0.043110,0.078201,0.000000
1460911.430035,-0.215552,-0.124541,0.043110,0.019550,0.000000
1460911.440047,-0.220342,-0.124541,0.038320,0.000000,0.000000
1460911.450101,-0.220342,-0.124541,0.043110,0.019550,0.000000
1460911.460210,-0.220342,-0.119751,0.047900,0.000000,0.000000
1460911.470279,-0.220342,-0.124541,0.038320,0.058651,0.000000
1460911.480366,-0.225132,-0.119751,0.043110,0.000000,0.000000
1460911.490541,-0.215552,-0.119751,0.043110,0.000000,0.000000
1460911.500691,-0.220342,-0.119751,0.043110,0.000000,0.000000
1460911.510661,-0.225132,-0.124541,0.043110,0.000000,0.000000
1460911.520784,-0.225132,-0.124541,0.038320,0.078201,0.000000
1460911.530846,-0.215552,-0.124541,0.043110,0.039101,0.000000
1460911.540923,-0.225132,-0.119751,0.038320,0.078201,0.000000
1460911.551076,-0.225132,-0.119751,0.038320,0.019550,0.000000
1460911.561203,-0.220342,-0.114961,0.043110,0.000000,0.000000
1460911.571322,-0.220342,-0.119751,0.043110,0.019550,0.000000
1460911.581372,-0.225132,-0.119751,0.043110,0.019550,0.000000
1460911.591449,-0.220342,-0.124541,0.038320,0.000000,0.000000
1460911.601576,-0.220342,-0.124541,0.038320,0.000000,0.000000
1460911.611639,-0.225132,-0.124541,0.038320,0.019550,0.000000
1460911.621806,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460911.631783,-0.215552,-0.119751,0.047900,0.019550,0.000000
1460911.641994,-0.225132,-0.119751,0.047900,0.019550,0.000000
1460911.651992,-0.229922,-0.119751,0.043110,0.000000,0.000000
1460911.662122,-0.220342,-0.124541,0.043110,0.000000,0.000000
1460911.672289,-0.215552,-0.119751,0.047900,0.000000,0.000000
1460911.682359,-0.229922,-0.119751,0.038320,0.000000,0.000000
1460911.692432,-0.220342,-0.119751,0.038320,0.039101,0.000000
1460911.702528,-0.210762,-0.124541,0.047900,0.000000,0.000000
1460911.712592,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460911.722737,-0.229922,-0.124541,0.038320,0.019550,0.000000
1460911.732823,-0.210762,-0.124541,0.047900,0.019550,0.000000
1460911.742917,-0.225132,-0.124541,0.038320,0.058651,0.000000
1460911.753186,-0.220342,-0.119751,0.038320,0.000000,0.000000
1460911.763237,-0.215552,-0.124541,0.047900,0.058651,0.000000
1460911.773216,-0.229922,-0.119751,0.038320,0.019550,0.000000
1460911.783269,-0.229922,-0.119751,0.038320,0.019550,0.000000
1460911.793382,-0.215552,-0.119751,0.047900,0.019550,0.000000
1460911.803507,-0.220342,-0.119751,0.043110,0.000000,0.000000
1460911.813645,-0.225132,-0.119751,0.038320,0.019550,0.000000
1460911.823751,-0.215552,-0.124541,0.043110,0.058651,0.000000
1460911.833866,-0.215552,-0.124541,0.043110,0.000000,0.000000
1460911.843883,-0.229922,-0.119751,0.043110,0.019550,0.000000
1460911.854031,-0.220342,-0.124541,0.038320,0.000000,0.000000
1460911.864142,-0.215552,-0.114961,0.043110,0.019550,0.000000
1460911.874287,-0.225132,-0.114961,0.038320,0.039101,0.000000
1460911.884515,-0.229922,-0.114961,0.038320,0.000000,0.000000
1460911.894417,-0.220342,-0.114961,0.043110,0.078201,0.000000
1460911.904619,-0.215552,-0.124541,0.043110,0.019550,0.000000
1460911.914587,-0.229922,-0.124541,0.038320,0.000000,0.000000
1460911.924836,-0.220342,-0.134121,0.038320,0.000000,0.000000
1460911.934864,-0.215552,-0.134121,0.043110,0.000000,0.000000
1460911.944875,-0.225132,-0.138911,0.038320,0.000000,0.000000
1460911.955084,-0.229922,-0.134121,0.038320,0.000000,0.000000
1460911.965121,-0.215552,-0.124541,0.047900,0.019550,0.000000
1460911.975147,-0.220342,-0.114961,0.043110,0.019550,0.000000
1460911.985257,-0.225132,-0.110171,0.043110,0.000000,0.000000
1460911.995342,-0.215552,-0.110171,0.047900,0.058651,0.000000
1460912.005513,-0.215552,-0.110171,0.047900,0.078201,0.000000
1460912.015626,-0.225132,-0.119751,0.038320,0.000000,0.000000
1460912.025685,-0.229922,-0.124541,0.038320,0.000000,0.000000
1460912.035811,-0.215552,-0.134121,0.043110,0.058651,0.000000
1460912.045872,-0.225132,-0.129331,0.038320,0.000000,0.000000
1460912.056557,-0.229922,-0.124541,0.038320,0.000000,0.000000
1460912.066162,-0.215552,-0.124541,0.038320,0.019550,0.000000
1460912.076193,-0.220342,-0.114961,0.047900,0.000000,0.000000
1460912.086263,-0.229922,-0.114961,0.038320,0.000000,0.000000
1460912.096341,-0.220342,-0.119751,0.043110,0.039101,0.000000
1460912.106476,-0.215552,-0.124541,0.043110,0.000000,0.000000
1460912.116773,-0.225132,-0.124541,0.038320,0.000000,0.000000
1460912.126738,-0.220342,-0.124541,0.038320,0.058651,0.000000
1460912.136931,-0.220342,-0.124541,0.043110,0.000000,0.000000
1460912.147134,-0.225132,-0.119751,0.043110,0.078201,0.000000
1460912.156999,-0.225132,-0.119751,0.043110,0.019550,0.000000
1460912.167153,-0.225132,-0.119751,0.043110,0.058651,0.000000
1460912.177288,-0.220342,-0.119751,0.038320,0.019550,0.000000
1460912.187335,-0.229922,-0.105381,0.028740,0.000000,0.000000
1460912.197417,-0.220342,-0.100591,0.052690,0.000000,0.000000
1460912.207578,-0.210762,-0.105381,0.047900,0.000000,0.000000
1460912.217793,-0.225132,-0.110171,0.038320,0.000000,0.000000
1460912.227696,-0.239502,-0.110171,0.043110,0.019550,0.000000
1460912.237830,-0.215552,-0.134121,0.038320,0.000000,0.000000
1460912.247928,-0.215552,-0.134121,0.047900,0.000000,0.000000
1460912.259037,-0.234712,-0.143701,0.033530,0.058651,0.000000
1460912.268313,-0.225132,-0.148491,0.033530,0.058651,0.000000
1460912.278348,-0.215552,-0.138911,0.047900,0.019550,0.000000
1460912.288348,-0.239502,-0.124541,0.038320,0.000000,0.000000
1460912.298608,-0.220342,-0.119751,0.043110,0.000000,0.000000
1460912.308489,-0.210762,-0.114961,0.047900,0.058651,0.000000
1460912.318633,-0.234712,-0.110171,0.038320,0.000000,0.000000
1460912.329044,-0.225132,-0.114961,0.038320,0.000000,0.000000
1460912.338925,-0.210762,-0.119751,0.047900,0.058651,0.000000
1460912.348965,-0.225132,-0.129331,0.043110,0.019550,0.000000
1460912.359068,-0.229922,-0.129331,0.038320,0.039101,0.000000
1460912.369342,-0.210762,-0.134121,0.047900,0.000000,0.000000
1460912.379233,-0.215552,-0.124541,0.043110,0.039101,0.000000
1460912.389480,-0.239502,-0.114961,0.038320,0.019550,2.314000
1460912.399420,-0.215552,-0.119751,0.043110,0.039101,2.314000
1460912.409691,-0.210762,-0.114961,0.047900,0.000000,2.314000
1460912.419673,-0.229922,-0.114961,0.038320,0.058651,2.314000
1460912.429810,-0.225132,-0.119751,0.043110,0.019550,2.314000
1460912.440021,-0.215552,-0.124541,0.047900,0.000000,2.314000
1460912.450019,-0.225132,-0.124541,0.038320,0.039101,2.314000
1460912.460041,-0.229922,-0.124541,0.038320,0.000000,2.314000
1460912.470176,-0.215552,-0.129331,0.043110,0.000000,2.314000
1460912.480245,-0.225132,-0.114961,0.043110,0.019550,2.314000
1460912.490309,-0.215552,-0.124541,0.052690,0.000000,2.314000
1460912.500464,-0.215552,-0.114961,0.038320,0.000000,2.314000
1460912.510578,-0.201182,-0.114961,0.052690,0.000000,2.314000
1460912.520691,-0.215552,-0.134121,0.038320,0.000000,2.314000
1460912.530741,-0.239502,-0.110171,0.033530,0.000000,2.314000
1460912.540836,-0.210762,-0.119751,0.047900,0.039101,2.314000
1460912.550950,-0.229922,-0.124541,0.033530,0.000000,2.314000
1460912.561052,-0.225132,-0.134121,0.043110,0.078201,2.314000
1460912.571143,-0.215552,-0.124541,0.043110,0.000000,2.314000
1460912.581251,-0.239502,-0.114961,0.033530,0.039101,2.314000
1460912.591546,-0.220342,-0.134121,0.043110,0.078201,2.314000
1460912.601463,-0.215552,-0.129331,0.043110,0.019550,2.314000
1460912.611551,-0.220342,-0.114961,0.047900,0.000000,2.314000
1460912.621678,-0.239502,-0.119751,0.033530,0.019550,2.314000
1460912.631802,-0.253872,-0.114961,0.028740,0.000000,2.314000
1460912.641878,-0.201182,-0.134121,0.052690,0.039101,2.314000
1460912.652009,-0.210762,-0.124541,0.038320,0.000000,2.314000
1460912.662125,-0.229922,-0.110171,0.043110,0.019550,2.314000
1460912.672159,-0.225132,-0.114961,0.038320,0.039101,2.314000
1460912.682267,-0.373623,-0.153281,-0.057480,0.058651,2.314000
1460912.692355,0.081431,-0.091011,0.239502,0.019550,2.314000
1460912.702510,-0.177231,-0.028740,0.067061,0.039101,2.314000
1460912.712563,-0.258662,-0.047900,0.004790,0.039101,2.314000
1460912.722691,-0.225132,-0.033530,0.086221,0.019550,2.314000
1460912.732835,-0.095801,-0.086221,0.110171,0.019550,2.314000
1460912.742864,-0.378413,-0.091011,-0.062271,0.000000,2.314000
1460912.752991,-0.138911,-0.081431,0.138911,0.019550,2.314000
1460912.763233,-0.301772,-0.148491,-0.052690,0.039101,2.314000
1460912.773242,-0.172441,-0.143701,0.110171,0.019550,2.314000
1460912.783473,-0.292192,-0.153281,-0.004790,0.000000,2.314000
1460912.793392,-0.215552,-0.138911,0.023950,0.039101,2.314000
1460912.803442,-0.273032,-0.119751,0.071851,0.000000,2.314000
1460912.813539,-0.282612,-0.158071,-0.033530,0.117302,2.314000
1460912.823686,-0.201182,-0.119751,0.095801,0.019550,2.314000
1460912.833794,-0.301772,-0.129331,-0.014370,0.039101,2.314000
1460912.843933,-0.186812,-0.153281,0.057480,0.039101,2.314000
